time(d),H296,H082,H080,H341,Cs2145,Cs2976,Cs2980,Cs3090,Cs3091,Cs3102
90.250 ,10686.870 ,287.513 ,-259.551 ,26684.169 ,-387.178 ,2930.395 ,-744.423 ,1008.848 ,-97.640 ,-687.403 
90.292 ,10691.821 ,287.687 ,-259.635 ,26697.008 ,-387.343 ,2930.824 ,-744.536 ,1009.714 ,-97.615 ,-687.758 
90.333 ,10696.796 ,287.869 ,-259.714 ,26709.863 ,-387.118 ,2931.877 ,-745.106 ,1010.243 ,-97.591 ,-687.495 
90.375 ,10701.722 ,288.053 ,-259.842 ,26722.662 ,-386.404 ,2933.282 ,-744.911 ,1010.517 ,-98.114 ,-688.217 
90.417 ,10706.719 ,288.227 ,-259.939 ,26735.425 ,-386.277 ,2934.345 ,-745.646 ,1011.081 ,-98.673 ,-688.206 
90.458 ,10711.645 ,288.409 ,-260.026 ,26748.351 ,-386.996 ,2936.640 ,-747.146 ,1010.994 ,-98.253 ,-687.853 
90.500 ,10716.577 ,288.609 ,-260.159 ,26761.119 ,-387.848 ,2936.423 ,-747.976 ,1011.865 ,-98.679 ,-688.477 
90.542 ,10721.549 ,288.778 ,-260.286 ,26774.007 ,-387.696 ,2937.711 ,-748.307 ,1012.150 ,-98.966 ,-688.789 
90.583 ,10726.473 ,288.962 ,-260.444 ,26786.808 ,-387.986 ,2939.491 ,-748.239 ,1012.559 ,-99.162 ,-689.152 
90.625 ,10731.412 ,289.136 ,-260.552 ,26799.664 ,-388.382 ,2940.099 ,-748.180 ,1012.795 ,-98.871 ,-689.540 
90.667 ,10736.339 ,289.323 ,-260.661 ,26812.408 ,-387.964 ,2942.057 ,-748.909 ,1013.048 ,-98.456 ,-690.316 
90.708 ,10741.300 ,289.488 ,-260.794 ,26825.231 ,-388.290 ,2943.199 ,-749.373 ,1013.601 ,-98.611 ,-691.057 
90.750 ,10746.194 ,289.675 ,-260.891 ,26838.070 ,-388.377 ,2945.833 ,-749.167 ,1014.404 ,-99.088 ,-690.883 
90.792 ,10751.150 ,289.854 ,-261.054 ,26850.920 ,-388.634 ,2946.064 ,-749.609 ,1015.421 ,-99.039 ,-690.815 
90.833 ,10756.054 ,290.028 ,-261.141 ,26863.764 ,-389.681 ,2947.681 ,-748.874 ,1015.690 ,-99.615 ,-690.289 
90.875 ,10760.999 ,290.215 ,-261.225 ,26876.546 ,-389.047 ,2948.399 ,-750.439 ,1015.725 ,-99.533 ,-690.544 
90.917 ,10765.972 ,290.386 ,-261.282 ,26889.377 ,-389.025 ,2948.098 ,-750.781 ,1015.969 ,-99.373 ,-691.073 
90.958 ,10770.884 ,290.595 ,-261.407 ,26902.211 ,-388.859 ,2949.558 ,-751.218 ,1017.165 ,-99.780 ,-690.639 
91.000 ,10775.876 ,290.736 ,-261.537 ,26914.979 ,-388.276 ,2951.090 ,-751.595 ,1016.976 ,-99.783 ,-690.275 
91.042 ,10780.807 ,290.923 ,-261.659 ,26927.797 ,-389.006 ,2952.683 ,-752.550 ,1017.735 ,-100.049 ,-691.211 
91.083 ,10785.744 ,291.110 ,-261.797 ,26940.704 ,-388.368 ,2953.491 ,-752.344 ,1018.522 ,-99.832 ,-691.881 
91.125 ,10790.652 ,291.276 ,-261.933 ,26953.545 ,-388.377 ,2954.419 ,-752.463 ,1018.831 ,-99.872 ,-692.418 
91.167 ,10795.594 ,291.433 ,-262.012 ,26966.387 ,-388.802 ,2955.843 ,-752.731 ,1019.365 ,-99.932 ,-693.042 
91.208 ,10800.507 ,291.618 ,-262.156 ,26979.142 ,-389.234 ,2957.717 ,-752.485 ,1020.103 ,-99.794 ,-694.084 
91.250 ,10805.468 ,291.772 ,-262.302 ,26992.049 ,-389.925 ,2958.453 ,-753.100 ,1020.312 ,-100.504 ,-693.986 
91.292 ,10810.430 ,291.949 ,-262.332 ,27004.804 ,-390.802 ,2959.684 ,-752.783 ,1020.464 ,-100.852 ,-694.404 
91.333 ,10815.359 ,292.125 ,-262.429 ,27017.703 ,-390.723 ,2960.338 ,-753.949 ,1021.045 ,-100.466 ,-694.076 
91.375 ,10820.353 ,292.299 ,-262.522 ,27030.534 ,-391.078 ,2960.777 ,-753.901 ,1021.744 ,-100.320 ,-693.932 
91.417 ,10825.314 ,292.475 ,-262.655 ,27043.327 ,-391.030 ,2961.906 ,-754.096 ,1022.564 ,-100.957 ,-694.575 
91.458 ,10830.281 ,292.678 ,-262.731 ,27056.160 ,-391.518 ,2962.815 ,-753.233 ,1022.859 ,-100.957 ,-694.382 
91.500 ,10835.232 ,292.871 ,-262.836 ,27069.016 ,-391.610 ,2964.610 ,-754.156 ,1023.744 ,-100.795 ,-695.166 
91.542 ,10840.185 ,293.085 ,-262.942 ,27081.915 ,-391.621 ,2964.662 ,-754.473 ,1023.521 ,-100.483 ,-695.790 
91.583 ,10845.098 ,293.283 ,-263.159 ,27094.724 ,-391.786 ,2965.761 ,-754.093 ,1023.839 ,-100.597 ,-696.319 
91.625 ,10850.016 ,293.441 ,-263.216 ,27107.595 ,-391.849 ,2967.966 ,-754.584 ,1024.878 ,-100.499 ,-697.507 
91.667 ,10855.004 ,293.639 ,-263.363 ,27120.383 ,-392.912 ,2969.257 ,-754.899 ,1025.781 ,-100.472 ,-697.087 
91.708 ,10859.952 ,293.826 ,-263.458 ,27133.217 ,-393.181 ,2970.784 ,-754.855 ,1026.060 ,-100.176 ,-697.822 
91.750 ,10864.900 ,294.005 ,-263.566 ,27146.012 ,-393.658 ,2972.531 ,-754.950 ,1027.045 ,-100.507 ,-698.489 
91.792 ,10869.840 ,294.170 ,-263.694 ,27158.884 ,-394.890 ,2973.852 ,-756.014 ,1027.151 ,-101.020 ,-699.287 
91.833 ,10874.766 ,294.374 ,-263.759 ,27171.701 ,-394.258 ,2975.705 ,-756.334 ,1027.365 ,-101.888 ,-698.782 
91.875 ,10879.692 ,294.553 ,-263.862 ,27184.587 ,-394.138 ,2976.934 ,-756.133 ,1027.780 ,-101.728 ,-698.918 
91.917 ,10884.657 ,294.732 ,-263.989 ,27197.415 ,-394.241 ,2979.411 ,-756.331 ,1028.502 ,-102.528 ,-699.705 
91.958 ,10889.572 ,294.897 ,-264.098 ,27210.229 ,-395.348 ,2980.130 ,-756.947 ,1028.515 ,-102.270 ,-699.499 
92.000 ,10894.561 ,295.082 ,-264.212 ,27223.022 ,-396.059 ,2981.266 ,-757.736 ,1029.337 ,-101.630 ,-699.984 
92.042 ,10899.503 ,295.261 ,-264.366 ,27235.932 ,-397.445 ,2982.777 ,-758.490 ,1030.631 ,-101.459 ,-700.228 
92.083 ,10904.432 ,295.445 ,-264.450 ,27248.722 ,-397.109 ,2984.161 ,-759.196 ,1030.360 ,-101.047 ,-699.998 
92.125 ,10909.396 ,295.649 ,-264.567 ,27261.548 ,-398.126 ,2986.000 ,-759.904 ,1030.604 ,-101.405 ,-700.022 
92.167 ,10914.347 ,295.860 ,-264.773 ,27274.447 ,-398.150 ,2987.619 ,-759.627 ,1030.989 ,-100.922 ,-700.312 
92.208 ,10919.338 ,296.061 ,-264.811 ,27287.326 ,-398.978 ,2989.155 ,-759.817 ,1031.282 ,-101.321 ,-700.573 
92.250 ,10924.224 ,296.235 ,-264.960 ,27300.149 ,-398.644 ,2991.159 ,-760.010 ,1031.288 ,-101.622 ,-701.126 
92.292 ,10929.180 ,296.433 ,-265.061 ,27312.937 ,-399.607 ,2993.215 ,-760.842 ,1032.096 ,-101.074 ,-701.452 
92.333 ,10934.090 ,296.636 ,-265.169 ,27325.876 ,-400.375 ,2993.858 ,-761.322 ,1033.054 ,-101.676 ,-702.127 
92.375 ,10939.043 ,296.804 ,-265.275 ,27338.707 ,-399.786 ,2995.386 ,-761.141 ,1032.416 ,-101.945 ,-702.276 
92.417 ,10943.999 ,297.016 ,-265.378 ,27351.565 ,-400.008 ,2997.287 ,-761.152 ,1033.205 ,-102.731 ,-703.171 
92.458 ,10948.942 ,297.198 ,-265.462 ,27364.369 ,-399.951 ,2998.530 ,-761.157 ,1034.426 ,-102.669 ,-703.823 
92.500 ,10953.890 ,297.393 ,-265.611 ,27377.279 ,-400.434 ,2999.045 ,-762.218 ,1035.112 ,-102.463 ,-704.156 
92.542 ,10958.867 ,297.572 ,-265.742 ,27390.055 ,-400.586 ,3000.730 ,-762.226 ,1035.536 ,-102.628 ,-704.137 
92.583 ,10963.812 ,297.759 ,-265.839 ,27402.905 ,-400.849 ,3002.078 ,-762.266 ,1035.218 ,-103.003 ,-704.476 
92.625 ,10968.739 ,297.957 ,-265.923 ,27415.761 ,-400.879 ,3003.640 ,-763.164 ,1035.726 ,-103.109 ,-704.495 
92.667 ,10973.681 ,298.155 ,-266.075 ,27428.640 ,-400.423 ,3004.476 ,-763.229 ,1036.553 ,-102.487 ,-704.875 
92.708 ,10978.632 ,298.315 ,-266.219 ,27441.471 ,-400.554 ,3006.008 ,-763.484 ,1036.591 ,-102.672 ,-705.008 
92.750 ,10983.618 ,298.497 ,-266.249 ,27454.335 ,-400.741 ,3007.178 ,-763.712 ,1037.719 ,-102.338 ,-706.044 
92.792 ,10988.593 ,298.679 ,-266.417 ,27467.185 ,-401.053 ,3009.258 ,-763.376 ,1037.543 ,-102.344 ,-707.186 
92.833 ,10993.535 ,298.866 ,-266.480 ,27480.029 ,-402.192 ,3009.505 ,-763.685 ,1038.259 ,-102.712 ,-707.533 
92.875 ,10998.505 ,299.042 ,-266.545 ,27492.857 ,-401.726 ,3011.442 ,-763.734 ,1038.899 ,-102.514 ,-708.589 
92.917 ,11003.450 ,299.227 ,-266.694 ,27505.743 ,-402.358 ,3011.887 ,-764.296 ,1039.070 ,-102.910 ,-708.342 
92.958 ,11008.406 ,299.417 ,-266.800 ,27518.587 ,-403.142 ,3014.304 ,-764.789 ,1039.323 ,-103.084 ,-708.806 
93.000 ,11013.362 ,299.636 ,-266.895 ,27531.459 ,-403.117 ,3014.600 ,-765.712 ,1039.857 ,-104.142 ,-709.858 
93.042 ,11018.299 ,299.824 ,-267.022 ,27544.322 ,-403.719 ,3015.497 ,-765.576 ,1040.901 ,-104.329 ,-710.265 
93.083 ,11023.215 ,300.016 ,-267.155 ,27557.134 ,-404.292 ,3016.325 ,-766.146 ,1041.303 ,-104.077 ,-710.102 
93.125 ,11028.230 ,300.214 ,-267.215 ,27570.028 ,-404.761 ,3017.654 ,-766.284 ,1041.712 ,-104.660 ,-709.782 
93.167 ,11033.157 ,300.382 ,-267.448 ,27582.907 ,-405.491 ,3020.101 ,-766.954 ,1041.967 ,-105.151 ,-709.636 
93.208 ,11038.137 ,300.583 ,-267.521 ,27595.809 ,-405.312 ,3020.521 ,-766.336 ,1041.460 ,-105.477 ,-710.067 
93.250 ,11043.093 ,300.768 ,-267.624 ,27608.615 ,-405.320 ,3020.236 ,-766.669 ,1042.293 ,-105.555 ,-710.064 
93.292 ,11048.046 ,300.952 ,-267.703 ,27621.520 ,-404.525 ,3021.419 ,-766.959 ,1043.009 ,-105.352 ,-710.840 
93.333 ,11052.994 ,301.139 ,-267.798 ,27634.310 ,-403.955 ,3022.447 ,-767.388 ,1043.294 ,-104.788 ,-710.507 
93.375 ,11057.915 ,301.348 ,-267.893 ,27647.252 ,-404.897 ,3024.764 ,-767.860 ,1044.292 ,-105.016 ,-710.672 
93.417 ,11062.887 ,301.560 ,-267.993 ,27660.099 ,-404.227 ,3027.390 ,-768.215 ,1045.087 ,-104.687 ,-711.621 
93.458 ,11067.860 ,301.698 ,-268.183 ,27672.955 ,-404.511 ,3029.346 ,-768.318 ,1046.294 ,-104.674 ,-711.394 
93.500 ,11072.838 ,301.901 ,-268.270 ,27685.821 ,-404.465 ,3031.608 ,-769.640 ,1047.157 ,-105.360 ,-711.611 
93.542 ,11077.710 ,302.086 ,-268.359 ,27698.644 ,-404.563 ,3032.188 ,-770.204 ,1048.255 ,-105.374 ,-712.118 
93.583 ,11082.750 ,302.278 ,-268.471 ,27711.518 ,-404.010 ,3034.136 ,-770.635 ,1049.042 ,-105.368 ,-712.140 
93.625 ,11087.760 ,302.463 ,-268.609 ,27724.381 ,-403.790 ,3034.988 ,-770.847 ,1049.492 ,-105.024 ,-712.340 
93.667 ,11092.651 ,302.620 ,-268.750 ,27737.248 ,-404.338 ,3036.659 ,-770.687 ,1050.219 ,-105.433 ,-712.549 
93.708 ,11097.593 ,302.799 ,-268.815 ,27750.149 ,-405.008 ,3037.551 ,-771.178 ,1050.816 ,-105.691 ,-712.848 
93.750 ,11102.536 ,302.978 ,-268.934 ,27763.029 ,-404.449 ,3039.784 ,-771.823 ,1051.185 ,-105.862 ,-712.934 
93.792 ,11107.484 ,303.166 ,-269.046 ,27775.882 ,-405.049 ,3041.897 ,-772.282 ,1051.950 ,-105.957 ,-713.428 
93.833 ,11112.443 ,303.350 ,-269.100 ,27788.715 ,-404.704 ,3043.335 ,-772.526 ,1052.617 ,-106.564 ,-713.604 
93.875 ,11117.415 ,303.545 ,-269.160 ,27801.549 ,-404.818 ,3044.634 ,-773.112 ,1053.236 ,-106.215 ,-714.207 
93.917 ,11122.306 ,303.738 ,-269.274 ,27814.472 ,-404.115 ,3046.007 ,-773.421 ,1053.976 ,-106.171 ,-714.334 
93.958 ,11127.289 ,303.952 ,-269.350 ,27827.349 ,-405.076 ,3047.426 ,-773.592 ,1054.117 ,-106.252 ,-714.806 
94.000 ,11132.245 ,304.137 ,-269.510 ,27840.207 ,-406.126 ,3048.245 ,-773.852 ,1054.679 ,-106.006 ,-714.467 
94.042 ,11137.147 ,304.356 ,-269.613 ,27853.095 ,-405.982 ,3048.342 ,-775.013 ,1055.197 ,-106.139 ,-715.346 
94.083 ,11142.130 ,304.552 ,-269.794 ,27865.937 ,-405.952 ,3049.677 ,-774.680 ,1055.333 ,-106.464 ,-715.718 
94.125 ,11147.059 ,304.763 ,-269.916 ,27878.738 ,-406.443 ,3049.864 ,-774.479 ,1056.133 ,-106.239 ,-716.651 
94.167 ,11151.969 ,304.929 ,-269.987 ,27891.607 ,-405.808 ,3051.516 ,-774.598 ,1056.315 ,-105.498 ,-716.089 
94.208 ,11156.936 ,305.124 ,-270.036 ,27904.525 ,-405.477 ,3052.653 ,-774.620 ,1056.697 ,-106.209 ,-715.899 
94.250 ,11161.935 ,305.314 ,-270.155 ,27917.361 ,-405.404 ,3054.026 ,-774.766 ,1056.567 ,-106.250 ,-716.225 
94.292 ,11166.783 ,305.501 ,-270.288 ,27930.273 ,-405.762 ,3055.710 ,-774.604 ,1057.058 ,-106.418 ,-715.804 
94.333 ,11171.793 ,305.683 ,-270.353 ,27943.142 ,-406.508 ,3056.817 ,-775.393 ,1057.031 ,-106.855 ,-716.157 
94.375 ,11176.760 ,305.889 ,-270.418 ,27955.998 ,-406.880 ,3058.005 ,-775.548 ,1057.318 ,-106.217 ,-716.306 
94.417 ,11181.681 ,306.090 ,-270.573 ,27968.891 ,-406.261 ,3059.557 ,-776.853 ,1057.465 ,-106.375 ,-716.873 
94.458 ,11186.623 ,306.280 ,-270.681 ,27981.703 ,-405.833 ,3060.598 ,-777.723 ,1057.354 ,-106.261 ,-717.212 
94.500 ,11191.541 ,306.442 ,-270.793 ,27994.667 ,-405.279 ,3060.821 ,-778.594 ,1058.157 ,-106.122 ,-717.758 
94.542 ,11196.497 ,306.635 ,-270.879 ,28007.530 ,-405.464 ,3061.895 ,-778.133 ,1058.249 ,-106.231 ,-718.083 
94.583 ,11201.437 ,306.825 ,-271.088 ,28020.426 ,-405.808 ,3062.196 ,-778.304 ,1058.810 ,-106.434 ,-719.363 
94.625 ,11206.434 ,307.018 ,-271.205 ,28033.301 ,-405.276 ,3062.728 ,-777.973 ,1060.373 ,-106.139 ,-720.381 
94.667 ,11211.320 ,307.218 ,-271.286 ,28046.140 ,-405.388 ,3062.638 ,-779.310 ,1061.371 ,-106.215 ,-721.506 
94.708 ,11216.305 ,307.405 ,-271.441 ,28059.071 ,-405.664 ,3063.813 ,-779.267 ,1061.537 ,-106.787 ,-721.680 
94.750 ,11221.210 ,307.590 ,-271.468 ,28071.924 ,-405.244 ,3065.237 ,-779.877 ,1062.068 ,-106.646 ,-721.813 
94.792 ,11226.169 ,307.755 ,-271.625 ,28084.779 ,-404.289 ,3067.337 ,-779.495 ,1062.893 ,-106.111 ,-722.833 
94.833 ,11231.111 ,307.934 ,-271.737 ,28097.629 ,-404.197 ,3069.276 ,-780.105 ,1063.726 ,-106.103 ,-723.118 
94.875 ,11236.046 ,308.116 ,-271.804 ,28110.560 ,-404.737 ,3072.209 ,-780.189 ,1063.978 ,-105.772 ,-723.847 
94.917 ,11240.985 ,308.322 ,-271.899 ,28123.348 ,-404.791 ,3073.614 ,-780.884 ,1064.241 ,-105.867 ,-724.119 
94.958 ,11245.952 ,308.504 ,-272.062 ,28136.214 ,-405.569 ,3074.680 ,-781.592 ,1064.740 ,-105.911 ,-724.678 
95.000 ,11250.919 ,308.708 ,-272.171 ,28149.137 ,-405.841 ,3076.126 ,-782.400 ,1064.691 ,-105.753 ,-725.120 
95.042 ,11255.769 ,308.914 ,-272.314 ,28162.009 ,-406.009 ,3078.399 ,-782.994 ,1065.291 ,-105.721 ,-725.141 
95.083 ,11260.736 ,309.106 ,-272.491 ,28174.862 ,-405.732 ,3081.093 ,-782.587 ,1065.408 ,-105.713 ,-724.802 
95.125 ,11265.717 ,309.323 ,-272.550 ,28187.671 ,-405.873 ,3082.522 ,-783.588 ,1065.937 ,-105.786 ,-724.656 
95.167 ,11270.654 ,309.508 ,-272.637 ,28200.556 ,-406.437 ,3084.136 ,-784.980 ,1066.433 ,-105.848 ,-724.764 
95.208 ,11275.648 ,309.687 ,-272.727 ,28213.430 ,-406.193 ,3084.931 ,-785.498 ,1067.127 ,-105.794 ,-725.310 
95.250 ,11280.561 ,309.879 ,-272.830 ,28226.272 ,-406.749 ,3085.219 ,-785.107 ,1067.079 ,-106.215 ,-724.998 
95.292 ,11285.495 ,310.067 ,-272.900 ,28239.190 ,-407.357 ,3087.201 ,-785.286 ,1066.959 ,-106.971 ,-725.996 
95.333 ,11290.418 ,310.243 ,-273.022 ,28252.072 ,-407.482 ,3087.220 ,-785.981 ,1066.919 ,-107.118 ,-726.449 
95.375 ,11295.393 ,310.427 ,-273.158 ,28264.960 ,-408.684 ,3089.765 ,-786.705 ,1066.626 ,-107.465 ,-726.916 
95.417 ,11300.271 ,310.620 ,-273.239 ,28277.856 ,-409.744 ,3092.011 ,-786.827 ,1067.380 ,-107.753 ,-726.940 
95.458 ,11305.268 ,310.818 ,-273.397 ,28290.666 ,-410.561 ,3092.752 ,-787.443 ,1067.458 ,-107.340 ,-727.360 
95.500 ,11310.194 ,311.013 ,-273.421 ,28303.619 ,-410.563 ,3093.899 ,-787.934 ,1067.301 ,-107.576 ,-728.435 
95.542 ,11315.147 ,311.195 ,-273.693 ,28316.463 ,-411.695 ,3095.470 ,-787.660 ,1066.881 ,-107.609 ,-728.755 
95.583 ,11320.095 ,311.385 ,-273.760 ,28329.370 ,-411.649 ,3097.705 ,-787.676 ,1067.391 ,-107.777 ,-730.182 
95.625 ,11325.019 ,311.572 ,-273.920 ,28342.190 ,-410.553 ,3099.129 ,-787.839 ,1067.678 ,-107.669 ,-729.948 
95.667 ,11329.926 ,311.757 ,-274.007 ,28355.168 ,-410.195 ,3101.324 ,-789.038 ,1067.540 ,-107.888 ,-730.746 
95.708 ,11334.928 ,311.946 ,-274.137 ,28367.974 ,-410.197 ,3102.504 ,-789.266 ,1068.598 ,-107.622 ,-731.573 
95.750 ,11339.927 ,312.131 ,-274.181 ,28380.878 ,-410.167 ,3104.812 ,-789.236 ,1068.606 ,-107.886 ,-732.167 
95.792 ,11344.770 ,312.321 ,-274.308 ,28393.758 ,-409.172 ,3105.734 ,-788.883 ,1068.967 ,-108.200 ,-733.323 
95.833 ,11349.753 ,312.538 ,-274.406 ,28406.657 ,-408.675 ,3106.906 ,-789.564 ,1069.072 ,-107.574 ,-733.819 
95.875 ,11354.682 ,312.739 ,-274.528 ,28419.550 ,-409.731 ,3108.803 ,-790.164 ,1070.418 ,-108.178 ,-733.879 
95.917 ,11359.632 ,312.882 ,-274.645 ,28432.479 ,-408.933 ,3109.774 ,-790.866 ,1070.887 ,-108.949 ,-734.443 
95.958 ,11364.577 ,313.067 ,-274.748 ,28445.272 ,-409.134 ,3111.483 ,-790.419 ,1072.046 ,-109.434 ,-735.162 
96.000 ,11369.498 ,313.251 ,-274.848 ,28458.246 ,-409.356 ,3113.162 ,-790.229 ,1072.851 ,-109.144 ,-736.445 
96.042 ,11374.419 ,313.455 ,-275.003 ,28471.094 ,-408.966 ,3114.008 ,-790.801 ,1073.066 ,-109.426 ,-737.020 
96.083 ,11379.400 ,313.626 ,-275.133 ,28483.971 ,-409.175 ,3116.523 ,-792.377 ,1074.134 ,-109.774 ,-737.202 
96.125 ,11384.372 ,313.805 ,-275.266 ,28496.826 ,-410.051 ,3117.659 ,-792.217 ,1074.644 ,-110.669 ,-737.877 
96.167 ,11389.244 ,313.965 ,-275.366 ,28509.717 ,-411.239 ,3119.127 ,-792.760 ,1075.409 ,-109.858 ,-738.805 
96.208 ,11394.222 ,314.179 ,-275.423 ,28522.586 ,-411.364 ,3120.589 ,-793.327 ,1075.643 ,-109.681 ,-740.457 
96.250 ,11399.188 ,314.347 ,-275.545 ,28535.471 ,-411.545 ,3121.460 ,-794.235 ,1076.904 ,-110.170 ,-740.758 
96.292 ,11404.128 ,314.537 ,-275.627 ,28548.446 ,-411.760 ,3121.598 ,-794.800 ,1077.173 ,-109.831 ,-741.108 
96.333 ,11409.065 ,314.724 ,-275.776 ,28561.317 ,-412.186 ,3122.887 ,-795.955 ,1077.414 ,-109.887 ,-741.179 
96.375 ,11414.008 ,314.920 ,-275.873 ,28574.251 ,-412.492 ,3125.003 ,-796.557 ,1078.084 ,-110.449 ,-741.133 
96.417 ,11418.945 ,315.104 ,-275.966 ,28587.142 ,-412.411 ,3126.364 ,-796.528 ,1078.439 ,-111.021 ,-741.843 
96.458 ,11423.942 ,315.316 ,-276.085 ,28600.041 ,-412.763 ,3126.655 ,-797.721 ,1079.774 ,-111.002 ,-742.261 
96.500 ,11428.895 ,315.524 ,-276.240 ,28612.896 ,-412.880 ,3127.645 ,-798.161 ,1079.861 ,-110.932 ,-742.473 
96.542 ,11433.726 ,315.725 ,-276.356 ,28625.835 ,-413.642 ,3128.830 ,-798.304 ,1079.630 ,-110.967 ,-742.947 
96.583 ,11438.699 ,315.888 ,-276.497 ,28638.729 ,-413.355 ,3130.032 ,-798.782 ,1080.344 ,-111.428 ,-742.904 
96.625 ,11443.584 ,316.070 ,-276.598 ,28651.652 ,-413.694 ,3132.810 ,-798.817 ,1081.062 ,-111.778 ,-743.967 
96.667 ,11448.516 ,316.268 ,-276.709 ,28664.518 ,-414.353 ,3133.586 ,-799.235 ,1081.361 ,-112.459 ,-744.863 
96.708 ,11453.488 ,316.466 ,-276.826 ,28677.417 ,-414.679 ,3134.459 ,-798.524 ,1082.061 ,-111.922 ,-744.315 
96.750 ,11458.420 ,316.653 ,-276.893 ,28690.205 ,-415.126 ,3136.043 ,-798.294 ,1082.280 ,-110.566 ,-744.689 
96.792 ,11463.330 ,316.816 ,-277.005 ,28703.174 ,-414.972 ,3137.736 ,-798.188 ,1082.063 ,-110.981 ,-745.204 
96.833 ,11468.316 ,317.011 ,-277.105 ,28716.037 ,-415.216 ,3139.182 ,-797.670 ,1083.016 ,-111.073 ,-745.584 
96.875 ,11473.282 ,317.187 ,-277.222 ,28728.933 ,-415.509 ,3141.148 ,-797.908 ,1083.583 ,-110.208 ,-745.337 
96.917 ,11478.127 ,317.361 ,-277.390 ,28741.797 ,-415.072 ,3142.252 ,-797.488 ,1083.862 ,-110.142 ,-745.147 
96.958 ,11483.132 ,317.529 ,-277.471 ,28754.728 ,-415.010 ,3144.496 ,-797.325 ,1084.171 ,-109.958 ,-745.725 
97.000 ,11488.042 ,317.708 ,-277.648 ,28767.567 ,-415.671 ,3146.208 ,-796.085 ,1084.090 ,-110.332 ,-745.221 
97.042 ,11492.987 ,317.928 ,-277.737 ,28780.509 ,-415.343 ,3148.622 ,-796.679 ,1085.240 ,-110.796 ,-745.771 
97.083 ,11497.911 ,318.115 ,-277.892 ,28793.403 ,-416.360 ,3149.845 ,-797.523 ,1085.899 ,-110.517 ,-746.127 
97.125 ,11502.829 ,318.321 ,-277.979 ,28806.277 ,-417.277 ,3152.525 ,-796.891 ,1086.895 ,-110.677 ,-746.916 
97.167 ,11507.766 ,318.514 ,-278.103 ,28819.165 ,-417.964 ,3154.058 ,-795.678 ,1087.394 ,-110.878 ,-747.307 
97.208 ,11512.736 ,318.706 ,-278.223 ,28832.072 ,-419.255 ,3155.566 ,-796.552 ,1088.414 ,-111.567 ,-746.805 
97.250 ,11517.700 ,318.883 ,-278.323 ,28844.946 ,-419.499 ,3157.452 ,-796.804 ,1088.954 ,-111.203 ,-747.052 
97.292 ,11522.539 ,319.078 ,-278.418 ,28857.821 ,-420.603 ,3159.294 ,-797.496 ,1089.195 ,-111.252 ,-746.829 
97.333 ,11527.541 ,319.271 ,-278.518 ,28870.673 ,-421.091 ,3160.815 ,-798.947 ,1089.439 ,-111.640 ,-747.573 
97.375 ,11532.451 ,319.447 ,-278.733 ,28883.596 ,-420.717 ,3163.504 ,-798.649 ,1089.377 ,-112.288 ,-748.213 
97.417 ,11537.405 ,319.631 ,-278.819 ,28896.528 ,-421.287 ,3164.678 ,-798.774 ,1089.426 ,-112.644 ,-748.500 
97.458 ,11542.347 ,319.838 ,-278.868 ,28909.413 ,-422.857 ,3165.682 ,-798.728 ,1090.245 ,-112.595 ,-748.959 
97.500 ,11547.271 ,320.017 ,-279.050 ,28922.336 ,-422.977 ,3167.261 ,-798.983 ,1091.189 ,-112.836 ,-749.257 
97.542 ,11552.202 ,320.226 ,-279.186 ,28935.205 ,-423.617 ,3168.861 ,-799.422 ,1091.634 ,-112.795 ,-750.299 
97.583 ,11557.194 ,320.396 ,-279.332 ,28948.169 ,-423.953 ,3169.830 ,-799.096 ,1093.012 ,-112.608 ,-751.669 
97.625 ,11562.136 ,320.573 ,-279.500 ,28961.065 ,-423.918 ,3170.708 ,-799.151 ,1093.644 ,-113.045 ,-751.492 
97.667 ,11566.970 ,320.749 ,-279.568 ,28974.029 ,-423.845 ,3170.836 ,-798.801 ,1093.687 ,-112.500 ,-751.449 
97.708 ,11571.967 ,320.939 ,-279.704 ,28986.871 ,-425.361 ,3172.344 ,-798.766 ,1093.742 ,-112.722 ,-751.726 
97.750 ,11576.879 ,321.110 ,-279.750 ,28999.780 ,-425.120 ,3174.503 ,-800.046 ,1094.756 ,-112.725 ,-751.945 
97.792 ,11581.852 ,321.308 ,-279.853 ,29012.684 ,-424.230 ,3175.019 ,-799.935 ,1095.206 ,-112.595 ,-751.856 
97.833 ,11586.811 ,321.492 ,-280.016 ,29025.632 ,-424.946 ,3175.190 ,-800.160 ,1095.567 ,-112.248 ,-752.065 
97.875 ,11591.734 ,321.688 ,-280.108 ,29038.517 ,-424.528 ,3176.703 ,-802.436 ,1095.988 ,-112.058 ,-752.412 
97.917 ,11596.655 ,321.872 ,-280.187 ,29051.451 ,-424.439 ,3177.295 ,-802.783 ,1096.175 ,-112.551 ,-753.662 
97.958 ,11601.709 ,322.067 ,-280.309 ,29064.372 ,-425.206 ,3178.944 ,-803.263 ,1096.492 ,-112.264 ,-752.862 
98.000 ,11606.621 ,322.271 ,-280.431 ,29077.265 ,-424.699 ,3180.203 ,-804.031 ,1097.113 ,-112.728 ,-753.193 
98.042 ,11611.488 ,322.464 ,-280.542 ,29090.112 ,-424.748 ,3182.099 ,-804.302 ,1097.507 ,-113.474 ,-753.809 
